date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:50:49	141777/141777	---M-Z	200	added ('OK')	text/html	date:Wed,%2031%20Jul%202024%2007:20:49%20GMT	https://www.parleproducts.com/brands/parle-g	D:/projects/Intership/parle%20g/www.parleproducts.com/brands/parle-g.html	(from )
12:50:49	188/188	---M-Z	200	added ('OK')	text/plain	etag:%221e435c49d0e8d71:0%22	https://www.parleproducts.com/robots.txt		(from )
12:50:49	4585/4585	---M-Z	200	added ('OK')	text/css	etag:%22056ff46f77d61:0%22	https://www.parleproducts.com/css/colorbox.css	D:/projects/Intership/parle%20g/www.parleproducts.com/css/colorbox.css	(from https://www.parleproducts.com/brands/parle-g)
12:50:50	59345/59345	---M-Z	200	added ('OK')	text/css	etag:%22806ed6f36f77d61:0%22	https://www.parleproducts.com/css/animate.min.css	D:/projects/Intership/parle%20g/www.parleproducts.com/css/animate.min.css	(from https://www.parleproducts.com/brands/parle-g)
12:50:51	1117/1117	---M-Z	200	added ('OK')	text/css	etag:%227578f46f77d61:0%22	https://www.parleproducts.com/css/owl.theme.default.min.css	D:/projects/Intership/parle%20g/www.parleproducts.com/css/owl.theme.default.min.css	(from https://www.parleproducts.com/brands/parle-g)
12:50:51	3011/3011	---M-Z	200	added ('OK')	text/css	etag:%22056ff46f77d61:0%22	https://www.parleproducts.com/css/owl.carousel.min.css	D:/projects/Intership/parle%20g/www.parleproducts.com/css/owl.carousel.min.css	(from https://www.parleproducts.com/brands/parle-g)
12:50:52	155573/155573	---M-Z	200	added ('OK')	text/css	etag:%22056ff46f77d61:0%22	https://www.parleproducts.com/css/bootstrap.min.css	D:/projects/Intership/parle%20g/www.parleproducts.com/css/bootstrap.min.css	(from https://www.parleproducts.com/brands/parle-g)
12:50:52	118526/118526	---M-Z	200	added ('OK')	text/css	etag:%2280714f368fbdda1:0%22	https://www.parleproducts.com/css/style.css	D:/projects/Intership/parle%20g/www.parleproducts.com/css/style.css	(from https://www.parleproducts.com/brands/parle-g)
12:50:53	53300/53300	---M-Z	200	added ('OK')	text/css	etag:%2280f0688334b4d61:0%22	https://www.parleproducts.com/css/responsive.css	D:/projects/Intership/parle%20g/www.parleproducts.com/css/responsive.css	(from https://www.parleproducts.com/brands/parle-g)
12:50:53	4673/4673	---M-Z	200	added ('OK')	text/css	etag:%22045f849f95bd61:0%22	https://www.parleproducts.com/css/dynamic.css	D:/projects/Intership/parle%20g/www.parleproducts.com/css/dynamic.css	(from https://www.parleproducts.com/brands/parle-g)
12:50:54	7354/7354	---MCZ	200	added ('OK')	text/css	etag:W/%22ec26292e52e5bc20624b029974bd0adf%22	https://cdn.linearicons.com/free/1.0.0/icon-font.min.css	D:/projects/Intership/parle%20g/cdn.linearicons.com/free/1.0.0/icon-font.min.css	(from https://www.parleproducts.com/brands/parle-g)
12:50:56	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Wed,%2031%20Jul%202024%2007:20:56%20GMT	https://www.googletagmanager.com/gtm.js?id=	D:/projects/Intership/parle%20g/www.googletagmanager.com/gtm.b5445.delayed	(from https://www.parleproducts.com/brands/parle-g)
12:50:56	55967/55967	---MCZ	200	added ('OK')	text/css	etag:W/%22dbf9d822cefe851ba6f66e1ad57e8987%22	https://use.fontawesome.com/releases/v5.9.0/css/all.css	D:/projects/Intership/parle%20g/use.fontawesome.com/releases/v5.9.0/css/all.css	(from https://www.parleproducts.com/brands/parle-g)
12:50:56	3106/3106	---M--	200	added ('OK')	image/png	etag:%2249d08f56f77d61:0%22	https://www.parleproducts.com/images/close-icon.png	D:/projects/Intership/parle%20g/www.parleproducts.com/images/close-icon.png	(from https://www.parleproducts.com/brands/parle-g)
12:50:56	14062/14062	---M--	200	added ('OK')	image/jpeg	etag:%22f1586afb6f7bd61:0%22	https://www.parleproducts.com/images/parle_logo.jpg	D:/projects/Intership/parle%20g/www.parleproducts.com/images/parle_logo.jpg	(from https://www.parleproducts.com/brands/parle-g)
12:50:57	1010/1010	---M--	200	added ('OK')	image/png	etag:%224f874dd64fabd61:0%22	https://www.parleproducts.com/images/mobile-menu.png	D:/projects/Intership/parle%20g/www.parleproducts.com/images/mobile-menu.png	(from https://www.parleproducts.com/brands/parle-g)
12:50:57	988/988	---M--	200	added ('OK')	image/png	etag:%22acc217111a6d61:0%22	https://www.parleproducts.com/images/menu-mobile-icon.png	D:/projects/Intership/parle%20g/www.parleproducts.com/images/menu-mobile-icon.png	(from https://www.parleproducts.com/brands/parle-g)
12:50:58	80919/80919	---M--	200	added ('OK')	image/jpeg	etag:%2247dbe8bf7db2d61:0%22	https://www.parleproducts.com/images/MM-about2.jpg	D:/projects/Intership/parle%20g/www.parleproducts.com/images/MM-about2.jpg	(from https://www.parleproducts.com/brands/parle-g)
12:50:58	25996/25996	---M--	200	added ('OK')	image/jpeg	etag:%227d6189f37db2d61:0%22	https://www.parleproducts.com/images/menu_map.jpg	D:/projects/Intership/parle%20g/www.parleproducts.com/images/menu_map.jpg	(from https://www.parleproducts.com/brands/parle-g)
12:50:59	1158/1158	---M--	200	added ('OK')	image/png	etag:%2281cd821ab38dd61:0%22	https://www.parleproducts.com/images/menu-closed-icon.png	D:/projects/Intership/parle%20g/www.parleproducts.com/images/menu-closed-icon.png	(from https://www.parleproducts.com/brands/parle-g)
12:51:00	737918/737918	---M--	200	added ('OK')	image/png	etag:%2298e15824adaed61:0%22	https://www.parleproducts.com/images/parle_recipes.png	D:/projects/Intership/parle%20g/www.parleproducts.com/images/parle_recipes.png	(from https://www.parleproducts.com/brands/parle-g)
12:51:00	1032/1032	---M--	200	added ('OK')	image/png	etag:%22e11c9fb84fabd61:0%22	https://www.parleproducts.com/images/menu_black.png	D:/projects/Intership/parle%20g/www.parleproducts.com/images/menu_black.png	(from https://www.parleproducts.com/brands/parle-g)
12:51:01	92960/92960	---M--	200	added ('OK')	image/png	etag:%22114f7df479da1:0%22	https://www.parleproducts.com/Uploads/prdsmallimage/100prodsmall_parle-g.png	D:/projects/Intership/parle%20g/www.parleproducts.com/Uploads/prdsmallimage/100prodsmall_parle-g.png	(from https://www.parleproducts.com/brands/parle-g)
